@relation cs415all-redo-complete-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-N-R32-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R35-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R37-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R39-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R44-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R56-weka.filters.unsupervised.attribute.Remove-R61-66-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'Q Avg' numeric
@attribute 'Q Min' numeric
@attribute 'Q Max' numeric
@attribute 'Q \% Zeros' numeric
@attribute 'Q \% below 70\%' numeric
@attribute 'P Avg' numeric
@attribute 'P Min' numeric
@attribute 'P Max' numeric
@attribute 'P \% Zeros' numeric
@attribute 'P \% below 70\%' numeric
@attribute 'PRE Avg' numeric
@attribute 'PRE Min' numeric
@attribute 'PRE Max' numeric
@attribute 'PRE \% Zeros' numeric
@attribute 'PRE \% below 70\%' numeric
@attribute 'L Avg' numeric
@attribute 'L Min' numeric
@attribute 'L Max' numeric
@attribute 'L \% Zeros' numeric
@attribute 'L \% below 70\%' numeric
@attribute 'R Avg' numeric
@attribute 'R Min' numeric
@attribute 'R Max' numeric
@attribute 'R \% Zeros' numeric
@attribute 'R \% below 70\%' numeric
@attribute 'OLE Avg' numeric
@attribute 'OLE Min' numeric
@attribute 'OLE Max' numeric
@attribute 'Exam Avg' numeric
@attribute 'Exam Min' numeric
@attribute 'Exam Max' numeric
@attribute Gender=MALE {f,t}
@attribute Gender=FEMALE {f,t}
@attribute Gender=UNKNOWN {f,t}
@attribute 'CS Major=YES' {f,t}
@attribute 'CS Major=NO' {f,t}
@attribute 'ECE major=NO' {f,t}
@attribute 'ECE major=YES' {f,t}
@attribute Standing=FR {f,t}
@attribute Standing=SO {f,t}
@attribute Standing=GR {f,t}
@attribute Standing=SR {f,t}
@attribute Standing=JR {f,t}
@attribute 'Math Class=MATH 425' {f,t}
@attribute 'Math Class=UNKNOWN' {f,t}
@attribute 'Math Class=MATH 418' {f,t}
@attribute 'Math Class=MATH 531' {f,t}
@attribute 'Math Class=MATH 426' {f,t}
@attribute 'Math Class=NONE' {f,t}
@attribute 'Math Class=MATH 302' {f,t}
@attribute '415 Final Grade' numeric
@attribute 'Q Diff' numeric
@attribute 'P Diff' numeric
@attribute 'L Diff' numeric
@attribute 'R Diff' numeric
@attribute Semester=SEMESTER2007 {f,t}
@attribute Semester=SEMESTER2008 {f,t}
@attribute Semester=SEMESTER2009 {f,t}
@attribute Semester=2010.0 {f,t}
@attribute 'Took 416' {YES,NO}

@data
0.817986,0.75431,0.895105,0,0,0.960104,0.747475,1,0,0,0.109333,0.4,0.067568,0,0.2,0.969127,0.66,1,0,0.038462,0.826923,0,1,0.153846,0.153846,0.78,0.51,0.95,0.926902,0.941281,0.922222,f,t,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.920265,0.773342,0.798563,0.683678,0.594697,f,f,t,f,NO
0.886647,0.78125,0.947659,0,0,0.984741,0.808081,1,0,0,0.110095,0.4,0.067568,0,0.2,0.965006,0.4,1,0,0.038462,1,1,1,0,0,0.99,0.98,1,0.866149,0.851636,0.888889,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,0.959922,0.80086,0.75,0.775959,0.636363,f,f,t,f,YES
0.658785,0.587607,0.843636,0,0.777778,0.718345,0,1,0.076923,0.307692,0.089143,0.2,0.064189,0,0.4,0.894527,0.4,1,0,0.153846,0.858974,0,1,0.076923,0.230769,0.41,0.2,0.7,0.641804,0.469645,0.815217,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.701966,0.628236,0.569917,0.602329,0.441919,f,f,t,f,NO
0.746362,0.565476,0.845377,0,0.222222,0.876951,0.484848,1,0,0.076923,0.110286,0.6,0.064189,0,0.2,0.952595,0.72,1,0,0,0.980769,0.75,1,0,0,0.943333,0.92,0.96,0.899576,0.874047,0.933333,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.879331,0.800328,0.722033,0.702221,0.659091,f,f,t,f,YES
0.588195,0.496031,0.714513,0,0.888889,0.937006,0.767677,1,0,0,0.108762,0.4,0.067568,0,0.2,0.965095,0.791667,1,0,0,0.903846,0,1,0.076923,0.076923,0.653333,0.48,0.91,0.643512,0.630011,0.663043,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.839763,0.701736,0.734316,0.696244,0.55303,f,f,t,f,YES
0.907938,0.804924,0.944178,0,0,0.945474,0.606061,1,0,0.076923,0.080762,0,0.062741,0.2,0.4,0.973489,0.6,1,0,0.038462,0.974359,0.666667,1,0,0.076923,0.986667,0.96,1,0.915922,0.91887,0.922222,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.941955,0.707509,0.731671,0.738304,0.60101,f,f,t,f,YES
0.774049,0,0.919969,0.111111,0.222222,0.876181,0,1,0.076923,0.076923,0.124762,0.9,0.067568,0,0,0.816752,0,0.857143,0.153846,0.153846,0.692308,0,1,0.307692,0.307692,0.913333,0.79,0.98,0.943493,0.962199,0.934783,t,f,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,0.893052,0.937016,0.651928,0.852893,1,f,f,t,f,NO
0.921066,0.773809,0.946608,0,0,0.789179,0,0.98,0.153846,0.153846,0.090095,0,0.067568,0.2,0.4,0.981526,0.866667,1,0,0,0.846154,0,1,0.153846,0.153846,0.973333,0.92,1,0.948983,0.962199,0.945652,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.867634,0.773121,0.514739,0.709773,0.621212,f,f,t,f,NO
0.908328,0.862069,0.969697,0,0,0.957024,0.606061,1,0,0.076923,0.102667,0.4,0.067568,0,0.4,0.990293,0.875,1,0,0,1,1,1,0,0,0.98,0.94,1,0.910067,0.91638,0.913043,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.951798,0.735985,0.820294,0.71057,0.636363,f,f,t,f,YES
0.754548,0.685307,0.872727,0,0.222222,0.870792,0.535354,1,0,0.153846,0.034667,0,0.054054,0.6,0.8,0.859362,0,0.857143,0.038462,0.153846,0.923077,0,1,0.076923,0.076923,0.766667,0.63,0.86,0.682306,0.664375,0.706522,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.824069,0.698196,0.645125,0.859194,0.727272,f,f,t,f,NO
0.455481,0,0.784993,0.333333,0.555556,0.609785,0,0.98,0.230769,0.384615,0.020952,0,0.053089,0.8,0.8,0.71493,0,0.928571,0.153846,0.346154,0.576923,0,1,0.307692,0.461538,0.456667,0.05,0.97,0.631191,0.504009,0.76087,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.581483,0.364972,0.267952,0.450724,0.44697,f,f,t,f,NO
0.614082,0.373931,0.804848,0,0.555556,0.946245,0.79798,1,0,0,0.092,0.4,0.057915,0,0.4,0.978632,0.833333,0.857143,0,0,1,1,1,0,0,0.506667,0.16,0.81,0.643634,0.641466,0.652174,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.844207,0.491026,0.747733,0.740844,0.636363,f,f,t,f,NO
0.935909,0.922619,0.969697,0,0,0.955484,0.838384,1,0,0,0.089333,0,0.067568,0.2,0.4,0.969582,0.725,0.857143,0,0,1,1,1,0,0,0.983333,0.95,1,0.887865,0.893471,0.891304,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.949434,0.744912,0.741497,0.725942,0.636363,f,f,t,f,YES
0.772388,0.505952,0.877345,0,0.222222,0.672149,0,1,0.230769,0.307692,0.04,0,0.067568,0.6,0.8,0.999771,0.944444,1,0,0,0.801282,0,1,0.153846,0.230769,0.916667,0.8,1,0.698897,0.675831,0.728261,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.76276,0.80002,0.493008,0.724738,0.411616,f,f,t,f,NO
0.879684,0.729167,0.944833,0,0,0.990901,0.959596,1,0,0,0.115429,0.6,0.067568,0,0.2,0.952631,0.333333,0.857143,0,0.038462,1,1,1,0,0,0.94,0.85,0.99,0.931904,0.904926,0.967391,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.957525,0.80074,0.767952,0.807459,0.636363,f,f,t,f,YES
0.550939,0,0.705234,0.111111,0.777778,0.763771,0,1,0.076923,0.230769,0.041714,0,0.057432,0.6,0.6,0.779267,0,0.857143,0.115385,0.230769,1,1,1,0,0,0.543333,0.2,0.76,0.687674,0.652921,0.728261,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.718144,0.643312,0.706916,0.734182,0.636363,f,f,t,f,NO
0.393564,0,0.717576,0.222222,0.888889,0.619794,0,1,0.307692,0.384615,0.055619,0,0.053089,0.4,0.6,0.83605,0,1,0.076923,0.153846,0.551282,0,1,0.384615,0.538462,0.153333,0.05,0.32,0.542624,0.43528,0.652174,t,f,f,f,t,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.559083,0.464825,0.336735,0.692918,0.70707,f,f,t,f,NO
0.803095,0.574713,0.921212,0,0.111111,0.77147,0,1,0.153846,0.230769,0.078667,0,0.067568,0.2,0.6,0.888864,0,1,0.076923,0.115385,1,1,1,0,0,0.87,0.66,1,0.831747,0.778924,0.891304,t,f,f,f,t,f,t,f,f,f,t,f,f,t,f,f,f,f,f,0.819466,0.684228,0.46712,0.582347,0.636363,f,f,t,f,NO
0.900751,0.828599,0.969697,0,0,0.871561,0.424242,1,0,0.230769,0.04,0,0.067568,0.6,0.8,0.950369,0.55,1,0,0.076923,0.884615,0,1,0.076923,0.076923,0.9,0.77,1,0.860049,0.859106,0.869565,t,f,f,t,f,t,f,f,f,f,f,t,t,f,f,f,f,f,f,0.882538,0.706857,0.599773,0.669007,0.526515,f,f,t,f,YES
0.855946,0.654761,0.921212,0,0.111111,0.983202,0.959596,1,0,0,0.117524,0.8,0.067568,0,0,0.963825,0.555556,1,0,0.038462,0.826923,0,1,0.153846,0.153846,0.76,0.65,0.9,0.976797,0.996564,0.967391,f,t,f,f,t,t,f,f,t,f,f,f,f,f,t,f,f,f,f,0.928977,0.731772,0.77192,0.725995,0.643939,f,f,t,f,NO
0.659136,0.59375,0.749311,0,0.666667,0.880801,0,1,0.076923,0.076923,0.114476,0.785714,0.067568,0,0,0.972103,0.75,1,0,0,1,1,1,0,0,0.553333,0.23,0.83,0.725858,0.630011,0.826087,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.830952,0.711573,0.627929,0.731296,0.636363,f,f,t,f,NO
0.552281,0.327381,0.740032,0,0.666667,0.599006,0,1,0.307692,0.461538,0.02,0,0.050676,0.8,0.8,0.817671,0,1,0.076923,0.307692,0.647436,0,1,0.307692,0.384615,0.416667,0.09,0.86,0.703533,0.595647,0.815217,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.610283,0.622553,0.49263,0.809445,0.396465,f,f,t,f,NO
0.701624,0.378788,0.831169,0,0.444444,0.876951,0.40404,1,0,0.076923,0.103048,0.4,0.064189,0,0.2,0.952073,0.785714,1,0,0,0.747436,0,1,0.153846,0.307692,0.38,0,0.65,0.797711,0.675831,0.923913,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.810811,0.587504,0.670446,0.741614,0.376767,f,f,t,f,NO
0.48291,0.347222,0.717576,0,0.888889,0.582838,0,1,0.230769,0.461538,0.017333,0,0.043919,0.8,1,0.79732,0,0.857143,0.076923,0.307692,0.846154,0,1,0.153846,0.153846,0.403333,0.12,0.79,0.620456,0.526919,0.717391,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.590057,0.566088,0.496787,0.845612,0.621212,f,f,t,f,YES
0.753912,0.595239,0.893142,0,0.444444,0.688318,0,1,0.076923,0.461538,0.098857,0.3,0.064189,0,0.4,0.913596,0.55,1,0,0.115385,0.820513,0,1,0.153846,0.230769,0.86,0.67,1,0.765872,0.778924,0.76087,f,t,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.764992,0.759425,0.449547,0.68437,0.585858,f,f,t,f,YES
0.814992,0.757576,0.893142,0,0,0.521243,0,0.96,0.076923,0.615385,0.098667,0.65,0.057432,0,0.2,0.945577,0.6,1,0,0.038462,0.826923,0,1,0.153846,0.153846,0.763333,0.58,0.99,0.826623,0.813288,0.847826,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.689392,0.667277,0.494142,0.703629,0.44697,f,f,t,f,NO
0.889353,0.75431,0.947659,0,0,0.920067,0.787879,1,0,0,0.119429,0.6,0.067568,0,0.2,0.956291,0.777778,0.857143,0,0,0.980769,0.75,1,0,0,0.946667,0.87,1,0.954473,0.962199,0.956522,t,f,f,f,t,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.929021,0.76936,0.732237,0.751681,0.659091,f,f,t,f,YES
0.765964,0.684524,0.877345,0,0.111111,0.792258,0.10101,1,0,0.307692,0.114476,0.642857,0.067568,0,0.2,0.871938,0.291667,0.857143,0,0.115385,1,1,1,0,0,0.57,0.29,0.79,0.810765,0.784402,0.844444,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.786019,0.689707,0.625661,0.650915,0.636363,f,f,t,f,YES
0.764848,0.610632,0.831169,0,0.222222,0.972422,0.909091,1,0,0,0.107429,0.4,0.067568,0,0.2,0.984301,0.866667,1,0,0,1,1,1,0,0,0.853333,0.78,0.99,0.88823,0.885254,0.9,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.929365,0.717903,0.760771,0.708752,0.636363,f,f,t,f,YES
0.67963,0.541667,0.831169,0,0.444444,0.799188,0,1,0.076923,0.153846,0.064,0,0.067568,0.4,0.4,0.919603,0.6,1,0,0.115385,0.903846,0,1,0.076923,0.076923,0.563333,0.44,0.73,0.792588,0.710195,0.880435,f,t,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.771155,0.683964,0.519652,0.689901,0.55303,f,f,t,f,NO
0.359011,0,0.554113,0.111111,1,0.764541,0,0.99,0.153846,0.230769,0.063238,0,0.062741,0.4,0.6,0.666255,0,0.857143,0.230769,0.384615,0.717949,0,1,0.230769,0.307692,0.133333,0,0.36,0.420754,0.332188,0.51087,f,f,t,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.595777,0.706417,0.450302,0.77785,0.641414,f,f,t,f,NO
0.883948,0.79023,0.947659,0,0,0.760691,0,1,0.153846,0.230769,0.124,0.7,0.067568,0,0,0.961685,0.75,1,0,0,1,1,1,0,0,0.956667,0.9,1,0.926658,0.927835,0.934783,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.851158,0.805426,0.664777,0.757752,0.636363,f,f,t,f,YES
0.68569,0.507478,0.791068,0,0.555556,0.948554,0.818182,1,0,0,0.104762,0.642857,0.067568,0,0.2,0.889142,0,1,0.038462,0.115385,0.980769,0.75,1,0,0,0.373333,0.05,0.75,0.680965,0.538373,0.826087,t,f,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,0.82908,0.593492,0.754157,0.577543,0.659091,f,f,t,f,YES
0.514684,0,0.77135,0.222222,0.666667,0.609016,0,1,0.230769,0.461538,0,0,0,1,1,0.768419,0,1,0.192308,0.269231,0.076923,0,1,0.923077,0.923077,0.876667,0.75,1,0.848948,0.847652,0.858696,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.630576,0.742579,0.568783,0.681374,0.545454,f,f,t,f,YES
0.658703,0,0.944178,0.111111,0.555556,0.89081,0.585859,1,0,0.153846,0.029333,0,0.047297,0.6,0.8,0.884646,0,1,0.076923,0.076923,1,1,1,0,0,0.89,0.71,0.99,0.759894,0.733104,0.793478,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.845156,0.742149,0.73356,0.584159,0.636363,f,f,t,f,YES
0.425401,0.267094,0.586922,0,1,0.863093,0.20202,1,0,0.076923,0.089333,0.3,0.054054,0,0.2,0.955147,0.75,1,0,0,1,1,1,0,0,0.243333,0,0.6,0.425999,0.309278,0.543478,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.725336,0.523825,0.852986,0.693882,0.636363,f,f,t,f,NO
0.867025,0.685307,0.969697,0,0.111111,0.930076,0.636364,1,0,0.153846,0.110476,0.7,0.064189,0,0,0.969887,0.7,0.857143,0,0,1,1,1,0,0,0.95,0.92,0.98,0.898966,0.904926,0.902174,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.927243,0.777368,0.695389,0.712219,0.636363,f,f,t,f,YES
0.68193,0.534189,0.77135,0,0.555556,0.813817,0.282828,1,0,0.230769,0.086667,0.4,0.064189,0,0.6,0.737473,0,1,0.038462,0.346154,0.923077,0,1,0.076923,0.076923,0.456667,0.28,0.56,0.754526,0.744559,0.771739,f,t,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.750197,0.71459,0.82483,0.618027,0.727272,f,f,t,f,YES
0.864161,0.794956,0.944833,0,0,0.731434,0,1,0.153846,0.307692,0.089714,0,0.067568,0.2,0.2,0.922949,0,1,0.038462,0.076923,0.769231,0,1,0.230769,0.230769,0.913333,0.8,0.99,0.882496,0.896459,0.877778,t,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f,f,t,f,0.810747,0.730556,0.381141,0.636496,0.318182,f,f,t,f,YES
0.901876,0.804924,0.946608,0,0,0.938545,0.727273,1,0,0,0.118857,0.7,0.067568,0,0,0.984737,0.766667,1,0,0,1,1,1,0,0,0.896667,0.75,1,0.960206,0.974899,0.955556,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.943087,0.725281,0.741875,0.728902,0.636363,f,f,t,f,YES
0.637166,0.535715,0.816587,0,0.777778,0.718345,0,1,0.076923,0.307692,0.065333,0,0.067568,0.4,0.6,0.917509,0,1,0.038462,0.038462,1,1,1,0,0,0.78,0.66,0.97,0.82089,0.790378,0.858696,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.753036,0.734781,0.565004,0.764918,0.636363,f,f,t,f,YES
0.608062,0.446428,0.784993,0,0.888889,0.945474,0.757576,1,0,0,0.099048,0.4,0.067568,0,0.4,0.973162,0.833333,1,0,0,1,1,1,0,0,0.45,0.18,0.75,0.598131,0.492555,0.706522,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.831154,0.727916,0.734127,0.721192,0.636363,f,f,t,f,YES
0.528037,0.301535,0.735632,0,0.777778,0.935465,0.808081,1,0,0,0.103429,0.642857,0.060811,0,0.2,0.95413,0.5,1,0,0.038462,0.923077,0,1,0.076923,0.076923,0.4,0.04,0.76,0.664495,0.538373,0.793478,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.810323,0.541784,0.734127,0.677953,0.530303,f,f,t,f,YES
0.741882,0.548246,0.872727,0,0.333333,0.468888,0,1,0.461538,0.538462,0,0,0,1,1,0.750244,0,0.857143,0.192308,0.192308,0.955128,0.666667,1,0,0.076923,0.85,0.77,1,0.798931,0.790378,0.815217,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.618403,0.661067,0.087302,0.531434,0.574495,f,f,t,f,NO
0.562912,0.293803,0.702194,0,0.666667,0.963953,0.79798,1,0,0,0.108952,0.3,0.067568,0,0.2,0.974423,0.825,1,0,0,1,1,1,0,0,0.283333,0,0.62,0.647661,0.504009,0.793478,f,t,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.820705,0.511637,0.741308,0.732302,0.636363,f,f,t,f,NO
0.277285,0,0.969697,0.666667,0.666667,0.230979,0,1,0.769231,0.769231,0,0,0,1,1,0.184615,0,0.857143,0.807692,0.807692,0,0,0,1,1,0.326667,0,0.98,0.444664,0,0.880435,t,f,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,0.234463,0.335729,0.437642,0.416725,0.636363,f,f,t,f,NO
0.714088,0.545635,0.969697,0,0.444444,0.88773,0.090909,1,0,0.076923,0.088191,0.4,0.057432,0,0.4,0.977619,0.833333,1,0,0,1,1,1,0,0,0.42,0.23,0.7,0.698166,0.607102,0.793478,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.815281,0.734303,0.676682,0.748743,0.636363,f,f,t,f,YES
0.845746,0.744048,0.969697,0,0,0.89389,0.10101,1,0,0.076923,0.118667,0.6,0.067568,0,0.2,0.943861,0.7,0.857143,0,0,1,1,1,0,0,0.706667,0.61,0.78,0.877007,0.885254,0.877778,t,f,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,0.881953,0.756556,0.699547,0.713026,0.636363,f,f,t,f,NO
0.776353,0.721154,0.900432,0,0.111111,0.952404,0.878788,1,0,0,0.112952,0.7,0.067568,0,0,0.893129,0.333333,0.857143,0,0.076923,0.923077,0,1,0.076923,0.076923,0.883333,0.7,1,0.848338,0.790378,0.913043,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.907449,0.666567,0.733749,0.70343,0.727272,f,f,t,f,YES
0.833451,0.654761,0.936259,0,0.111111,0.977812,0.939394,1,0,0,0.124762,0.75,0.067568,0,0,0.930922,0.7,1,0,0,0.984615,0.8,1,0,0,0.75,0.58,0.88,0.876153,0.824742,0.934783,f,t,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,0.927758,0.717991,0.782313,0.683532,0.654545,f,f,t,f,NO
0.557354,0.328947,0.738817,0,0.666667,0.932386,0.79798,1,0,0,0.116,0.4,0.067568,0,0.2,0.966706,0.75,1,0,0,1,1,1,0,0,0.22,0.06,0.47,0.626799,0.607102,0.652174,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.793065,0.526615,0.71901,0.713571,0.636363,f,f,t,f,YES
0.299208,0,0.601881,0.333333,1,0.308743,0,1,0.538462,0.769231,0.042095,0,0.062741,0.6,0.8,0.367875,0,0.857143,0.461538,0.692308,0.692308,0,1,0.307692,0.307692,0.086667,0,0.26,0.268994,0,0.532609,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.303744,0.353068,0.323129,0.110184,0.212121,f,f,t,f,NO
0.755712,0.641026,0.872727,0,0.222222,0.853083,0,1,0.076923,0.153846,0.133333,1,0.067568,0,0,0.77246,0,0.857143,0.12,0.28,0.833333,0,1,0.166667,0.166667,0.836667,0.55,0.99,0.809765,0.797251,0.83,t,f,f,t,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,0.832533,0.673486,0.582767,0.44138,0.424243,f,f,f,t,YES
0.523859,0,0.8,0.222222,0.555556,0.765311,0.414141,1,0,0.307692,0,0,0,1,1,0.783222,0,0.857143,0.12,0.24,0,0,0,1,1,0.973333,0.92,1,0.680134,0.597938,0.766667,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.713126,0.715858,0.552343,0.686717,0.636363,f,f,f,t,NO
0.336545,0,0.741533,0.333333,0.888889,0.271785,0,1,0.692308,0.769231,0.026667,0,0.027027,0.5,1,0.640083,0,0.857143,0.28,0.36,0.625565,0,1,0.333333,0.333333,0.306667,0,0.92,0.262626,0,0.52,f,t,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.368272,0.359707,0.377551,0.144573,0.203826,f,f,f,t,NO
0.50329,0.177846,0.741533,0,0.777778,0.77994,0,1,0.076923,0.230769,0.093333,0.6,0.054054,0,0.5,0.825057,0.3,0.857143,0,0.24,0.863492,0,1,0.083333,0.166667,0.3,0.02,0.82,0.584175,0.56701,0.606667,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.705587,0.513406,0.518518,0.560186,0.759596,f,f,f,t,NO
0.362448,0,0.881543,0.555556,0.666667,0.294113,0,1,0.692308,0.692308,0,0,0,1,1,0.261333,0,0.857143,0.72,0.72,0.25,0,1,0.75,0.75,0.316667,0,0.95,0,0,0,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.298719,0.214377,0.344671,0.416908,0.530303,f,f,f,t,NO
0.334259,0,0.678788,0.444444,0.888889,0.589767,0,1,0.307692,0.384615,0,0,0,1,1,0.339467,0,0.857143,0.6,0.68,0.666667,0,1,0.333333,0.333333,0.156667,0,0.47,0.272727,0,0.54,f,t,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.472201,0.388132,0.530802,0.301743,0.212121,f,f,f,t,NO
0.516817,0.347222,0.872727,0,0.888889,0.488906,0,0.95,0.384615,0.538462,0.066667,0.2,0.054054,0,0.5,0.756444,0,0.857143,0.08,0.28,0.534722,0,1,0.416667,0.5,0.633333,0.45,1,0.644781,0.649485,0.646667,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.57633,0.614494,0.256802,0.419627,0.362373,f,f,f,t,NO
0.443735,0.053419,0.646465,0,1,0.850004,0.505051,1,0,0.153846,0.053333,0.2,0.040541,0,1,0.796211,0.1,0.857143,0,0.2,0.741865,0,1,0.083333,0.25,0.35,0.03,0.98,0.597643,0.546392,0.653333,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.726292,0.570222,0.749433,0.524906,0.583585,f,f,f,t,NO
0.633653,0,0.801054,0.111111,0.333333,0.589767,0,0.98,0.230769,0.384615,0.12,0.8,0.067568,0,0,0.915562,0,0.857143,0.04,0.08,0.266667,0,1,0.666667,0.75,0.46,0.08,1,0.772727,0.773196,0.78,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.65503,0.528403,0.231103,0.62763,0.509091,f,f,f,t,NO
0.90884,0.88141,0.969697,0,0,0.879261,0.575758,1,0,0.153846,0.106667,0.8,0.054054,0,0,0.956,0.7,0.857143,0,0,0.972917,0.8,1,0,0,0.993333,0.98,1,0.93266,0.948454,0.926667,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.916258,0.703854,0.851285,0.725139,0.670833,f,f,f,t,YES
0.787765,0.590278,0.872727,0,0.222222,0.965493,0.858586,1,0,0,0.12,0.8,0.067568,0,0,0.93654,0.75,0.857143,0,0,0.955208,0.75,1,0,0,0.88,0.66,1,0.86532,0.879725,0.86,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.927113,0.814653,0.758692,0.716763,0.666856,f,f,f,t,YES
0.589287,0.160256,0.793389,0,0.555556,0.489676,0,1,0.307692,0.615385,0.066667,0.2,0.054054,0,0.5,0.871889,0.2,0.857143,0,0.16,0.853284,0,1,0.083333,0.083333,0.363333,0.04,1,0.582492,0.529209,0.64,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.586884,0.59524,0.258125,0.621065,0.49577,f,f,f,t,NO
0.35332,0,0.54189,0.111111,1,0.281794,0,1,0.692308,0.692308,0,0,0,1,1,0.605533,0,0.857143,0.28,0.44,0.73125,0,1,0.25,0.25,0.356667,0,0.9,0.409091,0.329897,0.49,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.390083,0.511102,0.362812,0.442748,0.342045,f,f,f,t,NO
