"Code","Q Avg","Q Min","Q Max","Q % Zeros","Q % below 70%","P Avg","P Min","P Max","P % Zeros","P % below 70%","PRE Avg","PRE Min","PRE Max","PRE % Zeros","PRE % below 70%","L Avg","L Min","L Max","L % Zeros","L % below 70%","R Avg","R Min","R Max","R % Zeros","R % below 70%","OLE Avg","OLE Min","OLE Max","Exam Avg","Exam Min","Exam Max","Male","Female","CS Major","ECE major","Standing","Math Class","415 Final Grade","Q Diff","P Diff","L Diff","R Diff","Took 416","416 Grade","Took 515","515 Grade","Took 520","520 Grade","Graduated with CS Degree","Semester"
37,0.372118408,0,0.896551724,0.5,0.5,0.433636364,0,1,0.545454545,0.545454545,0.275,0,0.6,0.5,1,0.482575758,0,1,0.454545455,0.545454545,0.555555556,0,1,0.444444444,0.444444444,0,0,0,0,0,0,0,0,1,0,0,0,0.375966301,-0.744236815,-0.795,-0.601515152,-1,0,-1,0,-1,0,-1,0,1
200,0.710286652,0.433333333,0.84375,0,0.5,0.741818182,0,1,0.090909091,0.181818182,0.55,0,1,0.25,0.5,0.857651515,0.2,1,0,0.181818182,1,1,1,0,0,0.435,0.39,0.48,0.55,0.52,0.58,0,1,0,0,0,2,0.743399274,-0.070246507,-0.417666667,-0.08469697,0,0,-1,0,-1,0,-1,0,1
370,0.779282877,0.527777778,0.933333333,0,0.2,0.757272727,0,1,0.090909091,0.272727273,0.5125,0,0.8,0.25,0.5,0.858106061,0,1,0.045454545,0.136363636,0.888888889,0,1,0.111111111,0.111111111,0.895,0.87,0.92,0.555,0.4,0.71,1,0,1,0,0,3,0.785436091,-0.144840264,-0.372666667,0.030757576,0.2,1,2,1,0,0,-1,0,1
257,0.782615647,0.666666667,1,0,0.2,0.911818182,0.82,1,0,0,0.675,0,1,0.25,0.25,0.958712121,0.75,1,0,0,1,1,1,0,0,0.935,0.87,1,0.555,0.4,0.71,1,0,1,0,0,3,0.885915218,-0.062616915,-0.018,0.017424242,0,1,3.33,1,2.67,0,-1,1,1
230,0.812550287,0.611111111,1,0,0.1,0.960909091,0.87,1,0,0,0.8875,0.75,1,0,0,0.89030303,0,1,0.045454545,0.136363636,1,1,1,0,0,0.975,0.95,1,0.65,0.52,0.78,1,0,1,0,0,4,0.921457623,-0.011375085,-0.038333333,0.067878788,0,1,4,1,3.67,1,4,0,1
136,0.22849476,0,0.676470588,0.6,1,0.32,0,1,0.636363636,0.727272727,0.175,0,0.5,0.5,1,0.426515152,0,1,0.5,0.590909091,0.333333333,0,1,0.666666667,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0.275351348,-0.45698952,-0.586666667,-0.489393939,-0.6,0,-1,0,-1,0,-1,0,1
30,0.624660525,0.416666667,0.724137931,0,0.7,0.860909091,0.54,1,0,0.181818182,0.75,0.4,1,0,0.25,0.853030303,0,1,0.045454545,0.136363636,1,1,1,0,0,0.205,0.1,0.31,0.41,0.41,0.41,1,0,0,0,0,0,0.761705398,-0.131020397,-0.067666667,0.163636364,0,0,-1,0,-1,0,-1,0,1
145,0.415555556,0,0.9375,0.5,0.5,0.534545455,0,1,0.454545455,0.454545455,0.25,0,1,0.75,0.75,0.550909091,0,1,0.363636364,0.5,0.333333333,0,1,0.666666667,0.666666667,0.5,0,1,0.265,0,0.53,1,0,0,1,1,0,0.491527091,-0.183888889,-0.98,-0.365454545,-0.6,0,-1,0,-1,0,-1,0,1
151,0.748267974,0.566666667,1,0,0.5,0.844545455,0.52,1,0,0.090909091,0.55,0.1,1,0,0.75,0.948636364,0.65,1,0,0.045454545,1,1,1,0,0,0.92,0.86,0.98,0.545,0.37,0.72,0,0,1,0,0,2,0.841020778,-0.047189542,-0.184333333,-0.006363636,0,1,2.33,1,1,0,-1,0,1
287,0.83899862,0.735294118,1,0,0,0.694545455,0,1,0.272727273,0.272727273,0.4,0,1,0.5,0.75,0.805681818,0,1,0.181818182,0.181818182,0.888888889,0,1,0.111111111,0.111111111,1,1,1,0.645,0.56,0.73,1,0,0,0,2,0,0.771906615,-0.073993971,-0.646333333,-0.179545455,-0.25,0,-1,0,-1,0,-1,0,1
388,0.829844349,0.724137931,0.9375,0,0,0.88,0.72,0.99,0,0,0.725,0,1,0.25,0.25,0.918181818,0.25,1,0,0.090909091,1,1,1,0,0,0.965,0.95,0.98,0.65,0.55,0.75,0,0,0,0,2,0,0.885968253,0.051259015,-0.066,0,0,0,-1,0,-1,0,-1,1,1
130,0.88910835,0.75,0.970588235,0,0,0.687272727,0,1,0.181818182,0.272727273,0.95,0.8,1,0,0,0.715075758,0,1,0.136363636,0.318181818,0.444444444,0,1,0.555555556,0.555555556,0.86,0.85,0.87,0.65,0.55,0.75,1,0,1,0,2,2,0.748674712,-0.015471602,-0.644,0.00469697,-0.8,1,1.67,1,3.67,1,0,0,1
47,0.619906187,0.352941176,0.794117647,0,0.4,0.876363636,0.65,1,0,0.090909091,0.5875,0,0.8,0.25,0.25,0.93219697,0.25,1,0,0.090909091,0.888888889,0,1,0.111111111,0.111111111,0.535,0.42,0.65,0.53,0.47,0.59,1,0,0,0,0,0,0.802244122,-0.205988844,-0.118,-0.090151515,0.2,1,1.33,0,-1,0,-1,0,1
220,0.772392664,0,0.970588235,0.1,0.1,0.748181818,0,1,0.090909091,0.363636364,0.625,0,1,0.25,0.5,0.888636364,0,1,0.045454545,0.136363636,1,1,1,0,0,0.9,0.8,1,0.68,0.52,0.84,1,0,0,0,2,0,0.803811849,-0.084246112,-0.524666667,0.065151515,0,1,2.33,1,1,0,-1,0,1
371,0.575583227,0.409090909,0.763157895,0,0.777777778,0.586923077,0,1,0.230769231,0.461538462,0.58,0,0.857142857,0.2,0.6,0.744688645,0,1.166666667,0.115384615,0.307692308,0.846153846,0,1,0.153846154,0.153846154,0.223333333,0,0.55,0.602536232,0.433333333,0.77173913,1,0,0,0,1,2,0.5784814,-0.234954851,-0.501904762,-0.127838828,-0.333333333,0,-1,0,-1,0,-1,-1,2
131,0.30960077,0,0.91,0.444444444,0.888888889,0.536923077,0,1,0.230769231,0.461538462,0,0,0,1,1,0.335447192,0,1,0.615384615,0.653846154,0.384615385,0,1,0.615384615,0.615384615,0.35,0,0.82,0.548309179,0.444444444,0.652173913,1,0,0,0,0,0,0.4342634,-0.19932684,-0.198571429,-0.307005495,-0.714285714,0,-1,0,-1,0,-1,-1,2
182,0.170076628,0,0.91,0.777777778,0.888888889,0,0,0,1,1,0,0,0,1,1,0.057692308,0,1,0.923076923,0.961538462,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0341653,-0.306137931,0,-0.115384615,0,0,-1,0,-1,0,-1,-1,2
139,0.885244452,0.763157895,0.95,0,0,0.957692308,0.71,1,0,0,0.851428571,0.6,1,0,0.2,0.97758547,0.8,1.166666667,0,0,1,1,1,0,0,0.83,0.68,0.93,0.939130435,0.9,0.97826087,1,0,0,0,3,0,0.937647,0.024056305,0.032142857,0.008162393,0,0,-1,0,-1,0,-1,-1,2
335,0.774247506,0.620689655,0.91,0,0.222222222,0.890769231,0.27,1,0,0.076923077,0.171428571,0,0.857142857,0.8,0.8,0.893922466,0.416666667,1.166666667,0,0.115384615,0.769230769,0,1,0.230769231,0.230769231,0.87,0.81,0.97,0.862439614,0.844444444,0.880434783,1,0,0,1,0,0,0.8519581,-0.059573005,-0.171666667,-0.094426129,-0.19047619,1,1.67,1,0,0,-1,-1,2
379,0.599524395,0.447368421,0.75862069,0,0.666666667,0.873846154,0,1,0.076923077,0.076923077,0.748571429,0.4,0.95,0,0.2,0.953800366,0.76,1,0,0,1,1,1,0,0,0.516666667,0.23,0.89,0.71352657,0.644444444,0.782608696,1,0,0,1,0,0,0.8014565,-0.128614835,-0.174285714,0.026330891,0,0,-1,0,-1,0,-1,-1,2
53,0.859848565,0.74,0.973684211,0,0,0.970769231,0.81,1,0,0,0.92,0.65,1,0,0.2,0.963681319,0.75,1.166666667,0,0,1,1,1,0,0,0.94,0.89,0.97,0.928623188,0.923913043,0.933333333,1,0,1,0,4,0,0.9456584,0.117440967,-0.02,-0.046166056,0,0,-1,0,-1,0,-1,-1,2
119,0.587661273,0.421052632,0.793103448,0,0.777777778,0.448461538,0,0.97,0.384615385,0.538461538,0.49,0,1,0.4,0.4,0.542362637,0,1.166666667,0.153846154,0.576923077,0.846153846,0,1,0.153846154,0.153846154,0.256666667,0,0.77,0.673913043,0.5,0.847826087,1,0,0,0,0,2,0.4904076,-0.180466957,-0.455238095,-0.533443223,-0.333333333,0,-1,0,-1,0,-1,-1,2
251,0.568023087,0.205128205,0.80952381,0,0.777777778,0.793846154,0,1,0.076923077,0.153846154,0.552857143,0,0.857142857,0.2,0.6,0.948400488,0.725,1.166666667,0,0,0.75,0,1,0.230769231,0.230769231,0.516666667,0.39,0.61,0.587077295,0.511111111,0.663043478,1,0,0,1,0,0,0.7364338,-0.223927571,-0.350714286,-0.067057387,-0.541666667,1,0,1,0,0,-1,-1,2
40,0.630823491,0.578947368,0.793103448,0,0.888888889,0.914615385,0.65,1,0,0.076923077,0.855714286,0.55,1,0,0.2,0.952686203,0.75,1.166666667,0,0,1,1,1,0,0,0.456666667,0.25,0.77,0.795169082,0.655555556,0.934782609,1,0,1,0,2,3,0.8211201,-0.066739185,-0.048809524,-0.042637363,0,0,-1,0,-1,0,-1,-1,2
386,0.53197042,0.236842105,0.827586207,0,0.888888889,0.641538462,0,1,0.153846154,0.384615385,0.735714286,0.3,1,0,0.4,0.744945055,0,1,0.115384615,0.307692308,1,1,1,0,0,0.08,0,0.24,0.618599034,0.411111111,0.826086957,1,0,0,0,0,0,0.5947972,-0.192751025,-0.708571429,-0.484420024,0,0,-1,0,-1,0,-1,-1,2
5,0.700044732,0.538461538,0.857142857,0,0.444444444,0.780769231,0.18,1,0,0.230769231,0.705714286,0.571428571,0.857142857,0,0.4,0.929679487,0.625,1.166666667,0,0.038461538,0.852564103,0,1,0.076923077,0.153846154,0.516666667,0.23,0.73,0.74589372,0.622222222,0.869565217,1,0,0,0,0,0,0.7571522,-0.051316256,-0.357380952,-0.106965812,-0.319444444,0,-1,0,-1,0,-1,-1,2
86,0.530625484,0.153846154,0.83,0,0.888888889,0.969230769,0.82,1,0,0,0.915714286,0.7,1,0,0,0.966691087,0.583333333,1.166666667,0,0.038461538,1,1,1,0,0,0.576666667,0.45,0.7,0.664130435,0.6,0.72826087,1,0,0,1,0,0,0.8444442,-0.242267019,-0.023333333,-0.000561661,0,0,-1,0,-1,0,-1,-1,2
367,0.960547576,0.909090909,1,0,0,0.991538462,0.95,1,0,0,0.93,0.7,1,0,0,0.946718559,0.333333333,1,0,0.038461538,1,1,1,0,0,0.983333333,0.95,1,0.956038647,0.955555556,0.956521739,1,0,1,0,0,2,0.9733314,-0.016352217,-0.005952381,0.049725275,0,1,4,1,4,1,3.67,-1,2
195,0.922623511,0.8,0.974358974,0,0,0.88,0.3,1,0,0.153846154,0.92,0.8,1,0,0,0.997115385,0.9,1.166666667,0,0,1,1,1,0,0,0.993333333,0.98,1,0.911835749,0.888888889,0.934782609,1,0,0,1,0,0,0.9197133,0.009690819,-0.01547619,-0.007478632,0,1,4,0,-1,1,3.67,-1,2
311,0.526168545,0.282051282,0.724137931,0,0.888888889,0.760769231,0,1,0.076923077,0.230769231,0.78,0.428571429,1,0,0.4,0.805731583,0.222222222,1.166666667,0,0.269230769,1,1,1,0,0,0.426666667,0.29,0.6,0.641545894,0.522222222,0.760869565,1,0,0,1,0,0,0.6965008,-0.154482843,-0.174761905,-0.028585674,0,0,-1,0,-1,0,-1,-1,2
211,0.908889974,0.771428571,0.974358974,0,0,0.798461538,0.1,1,0,0.307692308,0.767142857,0.4,0.95,0,0.2,0.939443427,0.259259259,1.166666667,0,0.038461538,0.897435897,0,1,0.076923077,0.153846154,0.876666667,0.76,1,0.851690821,0.847826087,0.855555556,1,0,1,0,0,2,0.8457956,-0.009423926,-0.343809524,-0.106949532,-0.222222222,1,2,1,1,1,3,-1,2
349,0.681543439,0.473684211,0.827586207,0,0.333333333,0.89,0.54,1,0,0.076923077,0.698571429,0.4,1,0,0.6,0.959920635,0.75,1.166666667,0,0,1,1,1,0,0,0.503333333,0.34,0.61,0.751811594,0.666666667,0.836956522,1,0,1,0,0,3,0.824242,-0.067204212,-0.095952381,0.022039072,0,1,2.67,1,2,1,3,-1,2
280,0.690208927,0.547619048,0.85,0,0.555555556,0.946923077,0.77,1,0,0,0.791428571,0.4,1,0,0.2,0.95017094,0.666666667,1,0,0.038461538,0.846153846,0,1,0.153846154,0.153846154,0.57,0.16,0.9,0.768357488,0.688888889,0.847826087,1,0,0,0,0,3,0.8602474,-0.002571137,-0.059285714,0.017948718,-0.333333333,0,-1,0,-1,1,2.67,-1,2
260,0.854081573,0.714285714,1,0,0,0.938461538,0.7,1,0,0,0.755714286,0,1,0.2,0.2,0.935387668,0.375,1.166666667,0,0.076923077,0.846153846,0,1,0.153846154,0.153846154,0.92,0.78,1,0.856521739,0.8,0.913043478,1,0,1,0,1,3,0.9119875,0.071744078,-0.068333333,-0.057185592,-0.333333333,1,2.33,1,2,1,2,-1,2
31,0.928066153,0.772727273,1,0,0,0.931538462,0.41,1,0,0.076923077,0.897142857,0.8,0.95,0,0,0.98968254,0.866666667,1.166666667,0,0,0.974358974,0.666666667,1,0,0.076923077,0.92,0.77,1,0.955917874,0.944444444,0.967391304,1,0,0,0,1,2,0.9426269,-0.077245244,-0.101904762,-0.018681319,-0.055555556,0,-1,0,-1,1,2,-1,2
372,0.718655693,0,0.923076923,0.111111111,0.222222222,0.970769231,0.87,1,0,0,0.882857143,0.8,1,0,0,0.972735043,0.625,1.166666667,0,0.038461538,0.846153846,0,1,0.153846154,0.153846154,0.926666667,0.88,0.98,0.846014493,0.833333333,0.858695652,1,0,1,0,0,2,0.9106959,-0.087024303,-0.023095238,-0.041709402,-0.333333333,1,4,1,3,1,3.33,-1,2
90,0.74427688,0.4,0.868421053,0,0.222222222,0.964615385,0.86,1,0,0,0.89,0.7,1,0,0,0.878382173,0,1.166666667,0.038461538,0.115384615,0.984615385,0.8,1,0,0,0.466666667,0.15,0.74,0.708454106,0.677777778,0.739130435,1,0,1,0,4,0,0.84576,0.091222669,-0.020952381,-0.038473748,0.028571429,0,-1,0,-1,1,3.33,-1,2
105,0.570521627,0,0.85,0.111111111,0.888888889,0.755384615,0,1,0.153846154,0.230769231,0.62,0,1,0.2,0.4,0.958727106,0.75,1.166666667,0,0,0.91025641,0.333333333,1,0,0.076923077,0.35,0.02,0.71,0.602898551,0.466666667,0.739130435,1,0,0,0,0,2,0.7140984,-0.272563699,-0.307142857,-0.017539683,-0.03968254,0,-1,0,-1,0,-1,-1,2
302,0.634136899,0.487179487,0.736842105,0,0.777777778,0.731538462,0,1,0.076923077,0.307692308,0.692857143,0.5,1,0,0.4,0.926370574,0.375,1.166666667,0,0.038461538,0.898717949,0.333333333,1,0,0.153846154,0.58,0.38,0.77,0.741304348,0.7,0.782608696,1,0,0,0,2,2,0.7379526,-0.062172403,-0.256666667,-0.081886447,-0.018253968,0,-1,0,-1,0,-1,-1,2
24,0.751399061,0.545454545,1,0,0.333333333,0.792307692,0,1,0.153846154,0.230769231,0.871428571,0.6,0.95,0,0.2,0.83518315,0,1.166666667,0.038461538,0.269230769,0.807692308,0,1,0.153846154,0.153846154,0.516666667,0.16,0.82,0.762318841,0.633333333,0.891304348,1,0,0,0,1,0,0.7703243,-0.223156882,-0.40047619,-0.317374847,-0.261904762,0,-1,0,-1,0,-1,-1,2
204,0.775346425,0.65,0.880952381,0,0.333333333,0.835384615,0.05,1,0,0.153846154,0.895714286,0.8,1,0,0,0.982106227,0.791666667,1.166666667,0,0,1,1,1,0,0,0.796666667,0.73,0.87,0.856642512,0.811111111,0.902173913,1,0,0,1,0,0,0.8532692,0.052218724,-0.22047619,-0.02968254,0,1,1.33,1,0,0,-1,-1,2
285,0.699017303,0.447368421,0.840909091,0,0.444444444,0.680769231,0,1,0.153846154,0.384615385,0.25,0,0.75,0.6,0.8,0.781626984,0,1.166666667,0.115384615,0.307692308,0.846153846,0,1,0.153846154,0.153846154,0.633333333,0.32,1,0.652777778,0.555555556,0.75,1,0,0,1,0,0,0.6832325,-0.009275496,-0.422380952,-0.326929182,-0.333333333,0,-1,0,-1,0,-1,-1,2
279,0.277165135,0,0.880952381,0.666666667,0.666666667,0.27,0,1,0.692307692,0.769230769,0,0,0,1,1,0.482051282,0,1.166666667,0.5,0.538461538,0.692307692,0,1,0.307692308,0.307692308,0.333333333,0,1,0.630193237,0.477777778,0.782608696,1,0,1,0,0,3,0.3380248,-0.498897243,-0.501428571,-0.815384615,-0.666666667,0,-1,0,-1,0,-1,-1,2
154,0.818235441,0.657142857,0.923076923,0,0.111111111,0.893846154,0.63,1,0,0.153846154,0.58,0,0.9,0.2,0.6,0.982423687,0.916666667,1,0,0,0.846153846,0,1,0.153846154,0.153846154,0.79,0.37,1,0.917753623,0.902173913,0.933333333,1,0,1,0,0,3,0.8896476,0.080382867,-0.121666667,0.011904762,-0.023809524,1,3.67,1,3,1,3,-1,2
193,0.719436324,0.526315789,0.9,0,0.666666667,0.871538462,0.35,1,0,0.153846154,0.7,0,1,0.2,0.4,0.966559829,0.625,1.166666667,0,0.038461538,0.980769231,0.75,1,0,0,0.53,0.23,0.86,0.686111111,0.622222222,0.75,1,0,1,0,2,3,0.8201776,-0.069244677,-0.200952381,-0.030641026,-0.041666667,1,2.67,0,-1,1,3,-1,2
306,0.8179855,0.724137931,0.923076923,0,0,0.959230769,0.74,1,0,0,0.82,0.4,1,0,0.2,0.969126984,0.66,1.166666667,0,0.038461538,0.826923077,0,1,0.153846154,0.153846154,0.78,0.51,0.95,0.91763285,0.913043478,0.922222222,0,1,0,0,1,0,0.9155864,0.053684253,0.026190476,-0.058083028,-0.06547619,0,-1,0,-1,0,-1,-1,2
34,0.886646727,0.75,0.977272727,0,0,0.983846154,0.8,1,0,0,0.825714286,0.4,1,0,0.2,0.965006105,0.4,1.166666667,0,0.038461538,1,1,1,0,0,0.99,0.98,1,0.857487923,0.826086957,0.888888889,1,0,1,0,0,5,0.9550423,0.088444246,-0.035,0.049474969,0,1,4,1,4,1,4,-1,2
225,0.658785065,0.564102564,0.87,0,0.777777778,0.717692308,0,1,0.076923077,0.307692308,0.668571429,0.2,0.95,0,0.4,0.894526862,0.4,1.166666667,0,0.153846154,0.858974359,0,1,0.076923077,0.230769231,0.41,0.2,0.7,0.635386473,0.455555556,0.815217391,1,0,0,0,2,0,0.6983965,-0.129616025,-0.261904762,-0.152899878,-0.305555556,0,-1,0,-1,1,3.67,-1,2
274,0.746361956,0.542857143,0.871794872,0,0.222222222,0.876153846,0.48,1,0,0.076923077,0.827142857,0.6,0.95,0,0.2,0.952594628,0.72,1.166666667,0,0,0.980769231,0.75,1,0,0,0.943333333,0.92,0.96,0.89057971,0.847826087,0.933333333,1,0,0,1,0,0,0.8748596,0.087773176,-0.070238095,-0.036471306,0.035714286,1,3.67,1,3,0,-1,-1,2
259,0.588195421,0.476190476,0.736842105,0,0.888888889,0.936153846,0.76,1,0,0,0.815714286,0.4,1,0,0.2,0.965094628,0.791666667,1.166666667,0,0,0.903846154,0,1,0.076923077,0.076923077,0.653333333,0.48,0.91,0.637077295,0.611111111,0.663043478,1,0,0,1,0,0,0.835494,-0.036769792,-0.054761905,-0.043437118,-0.130952381,1,2.33,1,1,0,-1,-1,2
247,0.907938269,0.772727273,0.973684211,0,0,0.944615385,0.6,1,0,0.076923077,0.605714286,0,0.928571429,0.2,0.4,0.973489011,0.6,1.166666667,0,0.038461538,0.974358974,0.666666667,1,0,0.076923077,0.986666667,0.96,1,0.906763285,0.891304348,0.922222222,1,0,1,0,0,3,0.9371662,-0.029476592,-0.058095238,0.005586081,-0.055555556,1,3.67,1,3,1,4,-1,2
115,0.774049316,0,0.948717949,0.111111111,0.222222222,0.875384615,0,1,0.076923077,0.076923077,0.935714286,0.9,1,0,0,0.816752137,0,1,0.153846154,0.153846154,0.692307692,0,1,0.307692308,0.307692308,0.913333333,0.79,0.98,0.934057971,0.933333333,0.934782609,1,0,1,0,4,0,0.8885122,0.260437769,-0.158571429,0.139145299,0.571428571,0,-1,0,-1,1,3.67,-1,2
14,0.921065585,0.742857143,0.976190476,0,0,0.788461538,0,0.98,0.153846154,0.153846154,0.675714286,0,1,0.2,0.4,0.981526252,0.866666667,1.166666667,0,0,0.846153846,0,1,0.153846154,0.153846154,0.973333333,0.92,1,0.939492754,0.933333333,0.945652174,1,0,0,1,0,0,0.8632226,0.053404177,-0.331428571,-0.027667888,-0.023809524,0,-1,0,-1,0,-1,-1,2
392,0.908328097,0.827586207,1,0,0,0.956153846,0.6,1,0,0.076923077,0.77,0.4,1,0,0.4,0.99029304,0.875,1.166666667,0,0,1,1,1,0,0,0.98,0.94,1,0.900966184,0.888888889,0.913043478,1,0,0,1,0,0,0.9469588,0.006493599,0.053571429,-0.026739927,0,1,4,1,4,0,-1,-1,2
91,0.75454754,0.657894737,0.9,0,0.222222222,0.87,0.53,1,0,0.153846154,0.26,0,0.8,0.6,0.8,0.859362027,0,1,0.038461538,0.153846154,0.923076923,0,1,0.076923077,0.076923077,0.766666667,0.63,0.86,0.675483092,0.644444444,0.706521739,1,0,0,0,0,0,0.8198792,-0.041241331,-0.167142857,0.146489621,0.142857143,0,-1,0,-1,0,-1,-1,2
201,0.455480766,0,0.80952381,0.333333333,0.555555556,0.609230769,0,0.98,0.230769231,0.384615385,0.157142857,0,0.785714286,0.8,0.8,0.714929792,0,1.083333333,0.153846154,0.346153846,0.576923077,0,1,0.307692308,0.461538462,0.456666667,0.05,0.97,0.624879227,0.488888889,0.760869565,1,0,0,1,0,0,0.5785274,-0.462173072,-0.642380952,-0.329603175,-0.297619048,0,-1,1,0,0,-1,-1,2
129,0.614081821,0.358974359,0.83,0,0.555555556,0.945384615,0.79,1,0,0,0.69,0.4,0.857142857,0,0.4,0.978632479,0.833333333,1,0,0,1,1,1,0,0,0.506666667,0.16,0.81,0.637198068,0.622222222,0.652173913,1,0,0,1,0,0,0.8399149,-0.302941131,-0.037857143,0.008547009,0,0,-1,0,-1,0,-1,-1,2
381,0.93590909,0.885714286,1,0,0,0.954615385,0.83,1,0,0,0.67,0,1,0.2,0.4,0.969581807,0.725,1,0,0,1,1,1,0,0,0.983333333,0.95,1,0.878985507,0.866666667,0.891304348,1,0,1,0,0,3,0.9446067,0.017769785,-0.045714286,-0.008821734,0,1,4,1,3.67,1,3.67,-1,2
324,0.772388007,0.485714286,0.904761905,0,0.222222222,0.671538462,0,1,0.230769231,0.307692308,0.3,0,1,0.6,0.8,0.999771062,0.944444444,1.166666667,0,0,0.801282051,0,1,0.153846154,0.230769231,0.916666667,0.8,1,0.691908213,0.655555556,0.72826087,1,0,0,0,1,0,0.7588819,0.087383774,-0.358809524,-0.010225885,-0.353174603,0,-1,0,-1,1,3.67,-1,2
261,0.879683931,0.7,0.974358974,0,0,0.99,0.95,1,0,0,0.865714286,0.6,1,0,0.2,0.952631258,0.333333333,1,0,0.038461538,1,1,1,0,0,0.94,0.85,0.99,0.922584541,0.877777778,0.967391304,1,0,0,0,0,0,0.9526573,0.088293252,-0.012380952,0.086190476,0,1,4,1,4,1,3.67,-1,2
9,0.550939163,0,0.727272727,0.111111111,0.777777778,0.763076923,0,1,0.076923077,0.230769231,0.312857143,0,0.85,0.6,0.6,0.779267399,0,1,0.115384615,0.230769231,1,1,1,0,0,0.543333333,0.2,0.76,0.680797101,0.633333333,0.72826087,1,0,0,1,0,0,0.7144925,-0.110571612,-0.089285714,0.000781441,0,0,-1,0,-1,1,3.67,-1,2
258,0.393564466,0,0.74,0.222222222,0.888888889,0.619230769,0,1,0.307692308,0.384615385,0.417142857,0,0.785714286,0.4,0.6,0.836050061,0,1.166666667,0.076923077,0.153846154,0.551282051,0,1,0.384615385,0.538461538,0.153333333,0.05,0.32,0.537198068,0.422222222,0.652173913,1,0,0,0,0,2,0.5562413,-0.336038417,-0.555714286,-0.047313797,0.111111111,0,-1,0,-1,0,-1,-1,2
239,0.80309549,0.551724138,0.95,0,0.111111111,0.770769231,0,1,0.153846154,0.230769231,0.59,0,1,0.2,0.6,0.888864469,0,1.166666667,0.076923077,0.115384615,1,1,1,0,0,0.87,0.66,1,0.823429952,0.755555556,0.891304348,1,0,0,1,3,0,0.8152998,-0.058886198,-0.391428571,-0.176190476,0,0,-1,0,-1,0,-1,-1,2
317,0.900751332,0.795454545,1,0,0,0.870769231,0.42,1,0,0.230769231,0.3,0,1,0.6,0.8,0.950369353,0.55,1.166666667,0,0.076923077,0.884615385,0,1,0.076923077,0.076923077,0.9,0.77,1,0.851449275,0.833333333,0.869565217,1,0,1,0,2,3,0.8780512,-0.030300687,-0.224285714,-0.07518315,-0.172619048,1,2.33,1,1.67,1,1.67,-1,2
124,0.855946396,0.628571429,0.95,0,0.111111111,0.982307692,0.95,1,0,0,0.881428571,0.8,1,0,0,0.963824786,0.555555556,1.166666667,0,0.038461538,0.826923077,0,1,0.153846154,0.153846154,0.76,0.65,0.9,0.967028986,0.966666667,0.967391304,0,1,0,0,1,2,0.9242544,0.001171717,-0.007380952,-0.008760684,0.011904762,0,-1,0,-1,1,1.67,-1,2
68,0.659135656,0.57,0.772727273,0,0.666666667,0.88,0,1,0.076923077,0.076923077,0.858571429,0.785714286,1,0,0,0.972103175,0.75,1.166666667,0,0,1,1,1,0,0,0.553333333,0.23,0.83,0.718599034,0.611111111,0.826086957,1,0,0,1,0,0,0.826727,-0.024344438,-0.188809524,-0.002582418,0,0,-1,0,-1,0,-1,-1,2
375,0.5522806,0.314285714,0.763157895,0,0.666666667,0.598461538,0,1,0.307692308,0.461538462,0.15,0,0.75,0.8,0.8,0.81767094,0,1.166666667,0.076923077,0.307692308,0.647435897,0,1,0.307692308,0.384615385,0.416666667,0.09,0.86,0.696497585,0.577777778,0.815217391,1,0,0,0,1,0,0.60718,-0.136794628,-0.359285714,0.088504274,-0.376984127,0,-1,0,-1,0,-1,-1,2
96,0.701624251,0.363636364,0.857142857,0,0.444444444,0.876153846,0.4,1,0,0.076923077,0.772857143,0.4,0.95,0,0.2,0.95207265,0.785714286,1.166666667,0,0,0.747435897,0,1,0.153846154,0.307692308,0.38,0,0.65,0.7897343,0.655555556,0.923913043,1,0,1,0,0,2,0.8066893,-0.181068665,-0.135238095,0.009444444,-0.407936508,0,-1,0,-1,0,-1,-1,2
29,0.48290953,0.333333333,0.74,0,0.888888889,0.582307692,0,1,0.230769231,0.461538462,0.13,0,0.65,0.8,1,0.797319902,0,1,0.076923077,0.307692308,0.846153846,0,1,0.153846154,0.153846154,0.403333333,0.12,0.79,0.614251208,0.511111111,0.717391304,1,0,0,0,0,0,0.5870565,-0.208121953,-0.354047619,0.130659341,-0.023809524,1,1.67,0,-1,1,2.33,-1,2
323,0.753912387,0.571428571,0.921052632,0,0.444444444,0.687692308,0,1,0.076923077,0.461538462,0.741428571,0.3,0.95,0,0.4,0.913595849,0.55,1.166666667,0,0.115384615,0.820512821,0,1,0.153846154,0.230769231,0.86,0.67,1,0.75821256,0.755555556,0.760869565,0,1,1,0,0,2,0.7611027,0.036102716,-0.413571429,-0.057277167,-0.079365079,1,0.67,1,1.67,0,-1,-1,2
143,0.814991609,0.727272727,0.921052632,0,0,0.520769231,0,0.96,0.076923077,0.615384615,0.74,0.65,0.85,0,0.2,0.945576923,0.6,1.166666667,0,0.038461538,0.826923077,0,1,0.153846154,0.153846154,0.763333333,0.58,0.99,0.818357488,0.788888889,0.847826087,1,0,1,0,0,2,0.6858867,-0.080299214,-0.357380952,-0.03482906,-0.297619048,0,-1,0,-1,0,-1,-1,2
