@relation cs415all-redo-complete-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-N-R32-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R35-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R37-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R39-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R44-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R56-weka.filters.unsupervised.attribute.Remove-R62-66-weka.filters.unsupervised.attribute.Remove-R60-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'Q Avg' numeric
@attribute 'Q Min' numeric
@attribute 'Q Max' numeric
@attribute 'Q \% Zeros' numeric
@attribute 'Q \% below 70\%' numeric
@attribute 'P Avg' numeric
@attribute 'P Min' numeric
@attribute 'P Max' numeric
@attribute 'P \% Zeros' numeric
@attribute 'P \% below 70\%' numeric
@attribute 'PRE Avg' numeric
@attribute 'PRE Min' numeric
@attribute 'PRE Max' numeric
@attribute 'PRE \% Zeros' numeric
@attribute 'PRE \% below 70\%' numeric
@attribute 'L Avg' numeric
@attribute 'L Min' numeric
@attribute 'L Max' numeric
@attribute 'L \% Zeros' numeric
@attribute 'L \% below 70\%' numeric
@attribute 'R Avg' numeric
@attribute 'R Min' numeric
@attribute 'R Max' numeric
@attribute 'R \% Zeros' numeric
@attribute 'R \% below 70\%' numeric
@attribute 'OLE Avg' numeric
@attribute 'OLE Min' numeric
@attribute 'OLE Max' numeric
@attribute 'Exam Avg' numeric
@attribute 'Exam Min' numeric
@attribute 'Exam Max' numeric
@attribute Gender=MALE {f,t}
@attribute Gender=FEMALE {f,t}
@attribute Gender=UNKNOWN {f,t}
@attribute 'CS Major=YES' {f,t}
@attribute 'CS Major=NO' {f,t}
@attribute 'ECE major=NO' {f,t}
@attribute 'ECE major=YES' {f,t}
@attribute Standing=FR {f,t}
@attribute Standing=SO {f,t}
@attribute Standing=GR {f,t}
@attribute Standing=SR {f,t}
@attribute Standing=JR {f,t}
@attribute 'Math Class=MATH 425' {f,t}
@attribute 'Math Class=UNKNOWN' {f,t}
@attribute 'Math Class=MATH 418' {f,t}
@attribute 'Math Class=MATH 531' {f,t}
@attribute 'Math Class=MATH 426' {f,t}
@attribute 'Math Class=NONE' {f,t}
@attribute 'Math Class=MATH 302' {f,t}
@attribute '415 Final Grade' numeric
@attribute 'Q Diff' numeric
@attribute 'P Diff' numeric
@attribute 'L Diff' numeric
@attribute 'R Diff' numeric
@attribute Semester=SEMESTER2007 {f,t}
@attribute Semester=SEMESTER2008 {f,t}
@attribute Semester=SEMESTER2009 {f,t}
@attribute Semester=2010.0 {f,t}
@attribute '416 Grade' numeric

@data
0.854115,0.72601,0.833333,0,0.123457,0.954993,0.878788,1,0,0,0.4,0,0.8,0.5,0.5,0.968448,0.8,0,0,0,0.729167,0,0,0.270833,0.270833,0.96,0.88,1,0.79798,0.783505,0.82,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.934095,0.87807,0.77057,0.607105,0.644271,f,f,f,t,1
0.823706,0.662879,0.82906,0,0.123457,0.854282,0.636364,1,0,0.187617,0.5,0,1,0.5,0.5,0.895229,0,0,0.058667,0.055,0.909723,0,0,0.090277,0.090277,1,1,1,0.868687,0.886598,0.86,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.878829,0.910528,0.712854,0.66689,0.644271,f,f,f,t,0.9175
0.814862,0.662879,1,0,0.123457,0.911697,0.757576,1,0,0,1,1,1,0,0,0.961494,0.8,0,0,0,0.986834,0.916667,0,0,0,0.98,0.95,1,0.878788,0.886598,0.88,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.915754,0.880077,0.737181,0.629988,0.770441,f,f,f,t,0.8325
0.781974,0,1,0.138889,0.123457,0.878754,0,1,0.094017,0.093809,0.4,0,0.8,0.5,0.5,0.885009,0,0,0.117333,0.11,0.909723,0,0,0.090277,0.090277,1,1,1,0.919192,0.907216,0.94,t,f,f,f,t,f,t,f,f,f,t,f,f,t,f,f,f,f,f,0.886431,0.625067,0.644646,0.411583,0.644271,f,f,f,t,0.5
0.553558,0,0.59596,0.138889,0.617284,0.505091,0,1,0.282051,0.562851,0.2,0,0.4,0.5,1,0.525481,0,0,0.352,0.495,0.729167,0,0,0.270833,0.270833,0.363333,0.08,0.71,0.791245,0.804124,0.786667,f,t,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.549523,0.859246,0.763176,0.231512,0.644271,f,f,f,t,0
0.633259,0.457317,0.416667,0,0.37037,0.954993,0.888889,1,0,0,0.8,0.8,0.8,0,0,0.910336,0.6,0,0,0.055,0.962385,0.583333,0,0,0.090277,0.616667,0.33,1,0.722222,0.690722,0.76,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.856867,0.771585,0.792273,0.569243,0.719436,f,f,f,t,0.6675
0.805656,0.757576,0.69697,0,0,0.746042,0,1,0.094017,0.281426,0.9,0.8,1,0,0,0.949682,0.76,0,0,0,0.819444,0,0,0.180556,0.180556,1,1,1,0.774411,0.776632,0.78,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.825735,0.832567,0.45886,0.596984,0.515417,f,f,f,t,0.75
0.782986,0.635163,0.666667,0,0.123457,0.68957,0,1,0.188034,0.281426,0.5,0,1,0.5,0.5,0.860235,0,0,0.058667,0.11,0.47929,0,0,0.451389,0.541667,0.76,0.28,1,0.725589,0.670103,0.786667,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.756229,0.764459,0.426902,0.471984,0.545329,f,f,f,t,0.5
0.683399,0.482724,0.63768,0,0.493827,0.694276,0.444444,1,0,0.562851,0.9,0.8,1,0,0,0.793843,0.45,0,0,0.275,0.902199,0,0,0.090277,0.090277,0.633333,0.32,0.98,0.887205,0.835052,0.946667,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.73825,0.788673,0.549964,0.405846,0.633533,f,f,f,t,0.6675
0.872647,0.762195,1,0,0,0.694276,0,1,0.094017,0.375234,1,1,1,0,0,0.862061,0,0,0.058667,0.055,0.695957,0,0,0.270833,0.270833,0.953333,0.86,1,0.809765,0.776632,0.85,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.797015,0.735063,0.494157,0.477534,0.622642,f,f,f,t,0.4175
0.48834,0,0.607843,0.138889,0.864198,0.692393,0,1,0.188034,0.375234,0,0,0,1,1,0.696085,0,0,0.234667,0.275,0.77796,0,0,0.180556,0.180556,0.923333,0.9,0.95,0.757576,0.721649,0.8,f,t,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.699877,0.607147,0.633437,0.177978,0.494861,f,f,f,t,0
0.801597,0.659722,0.833333,0,0.246913,0.89099,0.838384,1,0,0,1,1,1,0,0,0.952918,0.8,0,0,0,0.909723,0,0,0.090277,0.090277,0.746667,0.27,1,0.872054,0.852234,0.9,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.888845,0.810973,0.812068,0.618738,0.644271,f,f,f,t,0.75
0.561658,0.441919,0.458333,0,0.740741,0.856164,0.555556,1,0,0.093809,0.5,0,1,0.5,0.5,0.928427,0.75,0,0,0,0.966898,0.8,0,0,0,0.52,0.21,0.84,0.708755,0.628866,0.793333,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.788327,0.800234,0.682089,0.620664,0.77742,f,f,f,t,0.5825
0.526335,0.364583,0.509803,0,0.864198,0.910756,0.787879,1,0,0,0.4,0.2,0.6,0,1,0.933059,0.2,0,0,0.055,0.990973,0.9,0,0,0,0.806667,0.47,1,0.675084,0.666667,0.69,t,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f,t,f,f,0.837439,0.880328,0.788218,0.522677,0.786011,f,f,f,t,0.5
0.749041,0.625,0.666667,0,0.246913,0.835458,0.535354,1,0,0.187617,1,1,1,0,0,0.868079,0.32,0,0,0.11,0.98259,0.857143,0,0,0,0.696667,0.17,1,0.752525,0.752577,0.76,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.827665,0.84054,0.589554,0.446481,0.76116,f,f,f,t,0.5
0.732579,0.659722,0.833333,0,0.617284,0.850518,0.737374,1,0,0,0.6,0.6,0.6,0,1,0.916181,0.65,0,0,0.055,0.796875,0,0,0.180556,0.180556,0.776667,0.41,1,0.791245,0.762887,0.826667,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.844197,0.852079,0.672072,0.606877,0.483203,f,f,f,t,0.75
0.802247,0.789142,0.8374,0,0,0.73663,0,1,0.094017,0.187617,0.4,0,0.8,0.5,0.5,0.89397,0.733333,0,0,0,0.870065,0,0,0.090277,0.090277,0.843333,0.53,1,0.794613,0.783505,0.813333,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.800032,0.87952,0.727403,0.515623,0.613438,f,f,f,t,0.25
0.89391,0.838415,1,0,0,0.910756,0.858586,1,0,0,0.7,0.4,1,0,0.5,0.927229,0.32,0,0,0.055,0.895751,0,0,0.090277,0.090277,1,1,1,0.919192,0.927835,0.92,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.926011,0.796242,0.785118,0.560766,0.624329,f,f,f,t,0.9175
0.651695,0.568182,0.349593,0,0.37037,0.852401,0.707071,1,0,0,0.8,0.6,1,0,0.5,0.861389,0.48,0,0,0.165,0.946456,0.778333,0,0,0,0.906667,0.84,0.98,0.700336,0.701031,0.706667,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.825011,0.957816,0.759122,0.646842,0.709587,f,f,f,t,0
0.798206,0.631314,0.90196,0,0.123457,0.926756,0.878788,1,0,0,0.9,0.8,1,0,0,0.926359,0.6,0,0,0.11,1,1,0,0,0,0.97,0.95,1,0.831649,0.831615,0.84,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.911289,0.924341,0.770093,0.648367,0.773125,f,f,f,t,0.9175
0.45282,0.347222,0.05797,0,0.864198,0.771456,0.474747,1,0,0.187617,0.4,0.4,0.4,0,1,0.900486,0.5,0,0,0.055,0.884595,0,0,0.090277,0.090277,0.636667,0.46,0.95,0.723906,0.652921,0.8,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.73644,0.877514,0.717863,0.488974,0.866115,f,f,f,t,0.3325
0.616455,0.533536,0.29293,0,0.617284,0.605801,0,1,0.282051,0.281426,0.6,0.2,1,0,0.5,0.889683,0,0,0.058667,0.055,0.697569,0,0,0.270833,0.270833,0.57,0.31,1,0.585859,0.57732,0.6,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.663314,0.774286,0.228714,0.440771,0.399448,f,f,f,t,0
0.420518,0,1,0.555555,0.493827,0.842047,0,1,0.094017,0.093809,0.5,0,1,0.5,0.5,0.944538,0,0,0.058667,0.055,0.277777,0,0,0.722223,0.722223,1,1,1,0.962963,0.948454,0.986667,t,f,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,0.816443,0,0.557834,0.514019,0.515417,f,f,f,t,0
0.567277,0.441919,0.313727,0,0.493827,0.866518,0.636364,1,0,0.093809,0.6,0.4,0.8,0,0.5,0.943218,0.6,0,0,0.055,0.988715,0.875,0,0,0,0.706667,0.15,1,0.670033,0.680412,0.666667,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.818615,0.886262,0.684951,0.604772,0.789231,f,f,f,t,0.6675
0.768382,0.662879,0.833333,0,0.246913,0.707453,0,0.764706,0.094017,0.281426,0.4,0,0.8,0.5,0.5,0.768599,0,0,0.176,0.22,0.909723,0,0,0.090277,0.090277,0.926667,0.8,1,0.877104,0.872853,0.89,t,f,f,t,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,0.776381,0.895978,0.610541,0.277966,0.644271,f,f,f,t,0.9175
0.768411,0.694445,0.710143,0,0.246913,0.909815,0.787879,1,0,0,0.9,0.8,1,0,0,0.929176,0.533333,0,0,0.11,0.979688,0.875,0,0,0,0.676667,0.31,0.87,0.845118,0.845361,0.853333,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.876778,0.879516,0.771047,0.530418,0.802117,f,f,f,t,0.8325
0.806394,0.662879,0.916667,0,0.123457,0.95311,0.888889,1,0,0,0.9,0.8,1,0,0,0.955023,0.666667,0,0,0.055,0.993552,0.928571,0,0,0,0.973333,0.92,1,0.888889,0.907216,0.88,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.933251,0.982062,0.826139,0.578454,0.763921,f,f,f,t,0.9175
0.582082,0.406504,0.666667,0,0.617284,0.839223,0.717172,1,0,0,0.9,0.8,1,0,0,0.872648,0.633333,0,0,0.055,0.760334,0,0,0.090277,0.361111,0.55,0.08,1,0.718856,0.690722,0.753333,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.779036,0.564018,0.788457,0.551666,0.473999,f,f,f,t,0.4175
0.856352,0.659722,1,0,0.123457,0.849577,0.585859,1,0,0.187617,0,0,0,1,1,0.851463,0,0,0.058667,0.11,0.977431,0.75,0,0,0,1,1,1,0.905724,0.865979,0.953333,t,f,f,f,t,t,f,f,f,f,t,f,f,t,f,f,f,f,f,0.874364,0.919742,0.673504,0.822094,0.805339,f,f,f,t,0.9175
0.83441,0.631314,1,0,0.123457,0.9917,0.939394,1,0,0,0.9,0.8,1,0,0,0.97535,0.8,0,0,0,1,1,0,0,0,0.95,0.85,1,0.915825,0.907216,0.933333,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.961849,0.943978,0.810875,0.590902,0.773125,f,f,f,t,0.9175
0.677281,0.614317,0.607843,0,0.493827,0.59733,0,1,0.094017,0.562851,0.8,0.8,0.8,0,0,0.909034,0.4,0,0,0.055,0.984954,0.833333,0,0,0,0.693333,0.16,1,0.75926,0.773196,0.753333,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.705428,0.844812,0.44312,0.582456,0.751649,f,f,f,t,0
0.703784,0.635163,0.625,0,0.493827,0.879695,0.787879,1,0,0,0.9,0.8,1,0,0,0.933753,0.6,0,0,0.055,0.871031,0.5,0,0,0.270833,0.763333,0.39,1,0.750841,0.639175,0.866667,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.849386,0.740536,0.711424,0.667565,0.589048,f,f,f,t,0.3325
0.721249,0.536617,0.74359,0,0.246913,0.884401,0.676768,1,0,0.093809,0.6,0.4,0.8,0,0.5,0.882904,0.55,0,0,0.055,0.006944,0,0,0.993056,0.993056,0.703333,0.48,1,0.742424,0.731959,0.76,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.809203,0.893924,0.794181,0.526115,0.644271,f,f,f,t,0
0.718453,0.590278,0.75,0,0.246913,0.944639,0.808081,1,0,0,0.9,0.8,1,0,0,0.940686,0.766667,0,0,0,0.757217,0,0,0.180556,0.180556,0.813333,0.44,1,0.86532,0.845361,0.893333,t,f,f,t,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,0.896809,0.903761,0.770808,0.582507,1,f,f,f,t,0.8325
0.666224,0.558943,0.5,0,0.37037,0.724394,0,0.705882,0.094017,0.187617,0.8,0.6,1,0,0.5,0.899654,0.6,0,0,0.11,0.939814,0.583333,0,0,0.090277,0.75,0.45,1,0.742424,0.731959,0.76,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.762142,0.726109,0.907226,0.55622,0.751649,f,f,f,t,0.5825
0.885032,0.820707,1,0,0,0.912638,0.777778,1,0,0,0.9,0.8,1,0,0,0.98072,0.85,0,0,0,0.985029,0.916667,0,0,0,0.99,0.97,1,0.900674,0.876289,0.933333,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.932165,0.862334,0.769854,0.5905,0.773017,f,f,f,t,0.9175
0.737795,0.694445,0.674797,0,0.246913,0.893814,0.656566,1,0,0.093809,0.8,0.8,0.8,0,0,0.935461,0.7,0,0,0,0.988586,0.928571,0,0,0,0.716667,0.39,0.96,0.769361,0.773196,0.773333,t,f,f,t,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,0.862177,0.887346,0.689959,0.63389,0.756834,f,f,f,t,0.5
0.936337,0.928442,1,0,0,0.954993,0.878788,1,0,0,0.7,0.6,0.8,0,0.5,0.928581,0.7,0,0,0,0.685639,0,0,0.270833,0.270833,0.983333,0.95,1,0.848485,0.804124,0.9,t,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,0.937353,0.8059,0.823276,0.572937,0.872066,f,f,f,t,0.8325
0.842271,0.72601,1,0,0.123457,0.819457,0.454545,1,0,0.187617,1,1,1,0,0,0.989699,0.880952,0,0,0,0.872483,0,0,0.090277,0.090277,0.99,0.97,1,0.910775,0.896907,0.933333,t,f,f,f,t,f,t,f,f,f,f,t,f,t,f,f,f,f,f,0.881122,0.885998,0.579775,0.621266,0.632996,f,f,f,t,0.25
0.702788,0.587607,0.89899,0,0.37037,0.773338,0.171717,1,0,0.187617,0.6,0.4,0.8,0,0.5,0.967846,0.8,0,0,0,0.966598,0.791667,0,0,0,0.86,0.58,1,0.771043,0.742268,0.806667,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.81403,0.800135,0.711901,0.591112,0.738334,f,f,f,t,0.6675
0.748156,0.631314,0.512197,0,0.123457,0.602036,0,1,0.188034,0.562851,0.9,0.8,1,0,0,0.916169,0.6,0,0,0.055,0.909723,0,0,0.090277,0.090277,0.78,0.34,1,0.728957,0.673539,0.79,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.721115,0.861949,0.339852,0.622418,0.644271,f,f,f,t,0
0.922158,0.883839,1,0,0,0.981347,0.929293,1,0,0,0.5,0,1,0.5,0.5,0.974765,0.9,0,0,0,1,1,0,0,0,1,1,1,0.947811,0.955327,0.95,f,f,t,t,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,0.973192,0.870998,0.820415,0.605632,0.773125,f,f,f,t,1
